,DeutscheMark (Euro)/Dollar,UK pound/Dollar,Swiss Franc/Dollar,Japanese Yen/Dollar
3313-1a,0.33710241,0.895392304,0.401537592,0.954481532
3314-1a,0.571314146,0.49543669,0.530086983,0.476586855
3315-1a,0.91664081,0.740280377,0.843366376,0.926137735
3316-1a,0.016370287,0.868875543,0.041949005,0.100837268
3317-1a,0.87775215,0.301216473,0.839450842,0.805271311
3318-1a,0.68366938,0.068616453,0.684177084,0.399034143
3319-1a,0.204582149,0.417740901,0.318562326,0.298103009
3320-1a,0.371868715,0.215082698,0.628420703,0.211860555
3321-1a,0.771758241,0.362743803,0.727140143,0.171110369
3322-1a,0.282474914,0.651362418,0.217147966,0.132414194
3323-1a,0.9565418,0.754711367,0.87857196,0.628601336
3324-1a,0.548836937,0.2593224,0.679723156,0.080278311
3325-1a,0.775621507,0.682207625,0.764451445,0.326632304
3326-1a,0.720720816,0.535580615,0.697323095,0.931853273
3327-1a,0.688002425,0.748266931,0.670602019,0.873837012
3328-1a,0.294344016,0.078901581,0.225822715,0.410942276
3329-1a,0.693551099,0.531514271,0.753926492,0.428550844
3330-1a,0.716109178,0.750548557,0.722712203,0.40873917
3331-1a,0.081858455,0.178827376,0.210959829,0.912286679
3332-1a,0.680057636,0.716818382,0.681279847,0.089157533
3333-1a,0.812048423,0.272051403,0.875224579,0.388724159
3334-1a,0.622231074,0.928779687,0.580775918,0.69588492
3335-1a,0.560494129,0.495687584,0.580989223,0.881477653
3336-1a,0.163792316,0.00889916,0.066691459,0.841849811
3337-1a,0.011713673,0.10612169,0.017418832,0.325934816
3338-1a,0.200946701,0.328510287,0.273318015,0.384251656
3339-1a,0.771821337,0.908675722,0.746866908,0.650629453
3340-1a,0.346115736,0.811315085,0.338263516,0.403656948
3341-1a,0.897716769,0.616505238,0.891813822,0.663627216
3342-1a,0.879219209,0.806939082,0.706911706,0.48064368
3343-1a,0.417885945,0.346903651,0.365109926,0.904265441
3344-1a,0.486961517,0.541719217,0.519155558,0.918958635
3345-1a,0.477725817,0.629438218,0.508954365,0.873745263
3346-1a,0.48054195,0.382378358,0.381158656,0.302258433
3347-1a,0.660576117,0.660239026,0.519573171,0.928808861
3348-1a,0.74437263,0.943191981,0.584654754,0.436140674
3349-1a,0.853957169,0.85908112,0.963066836,0.376723435
3350-1a,0.354677978,0.738973848,0.281534279,0.093637399
3351-1a,0.351704599,0.157047503,0.086861572,0.173426398
3352-1a,0.995323832,0.923319874,0.991554114,0.28614077
3353-1a,0.670792814,0.321276391,0.549722017,0.006656518
3354-1a,0.644148745,0.314436185,0.633983908,0.940958997
3355-1a,0.294497963,0.061094929,0.324162376,0.123523941
3356-1a,0.952007449,0.878909005,0.91726833,0.818135421
3357-1a,0.742647115,0.394790854,0.731873929,0.557102843
3358-1a,0.197187739,0.029256919,0.169642393,0.796482667
3359-1a,0.942009992,0.992528666,0.873016735,0.037292674
3360-1a,0.005770929,0.210816264,0.01640349,0.045446544
3361-1a,0.374588648,0.602035237,0.535297178,0.336981503
3362-1a,0.46961451,0.426740191,0.448196219,0.507245815
3363-1a,0.205672,0.060920435,0.266306245,0.107445126
3364-1a,0.952966258,0.904233466,0.933919678,0.993163799
3365-1a,0.490112411,0.951960371,0.518515657,0.479006811
3366-1a,0.966964013,0.819266027,0.965890511,0.435994005
3367-1a,0.315414634,0.250875881,0.304039591,0.104667045
3368-1a,0.179080937,0.326605649,0.265595394,0.898987805
3369-1a,0.767854238,0.743207854,0.643965256,0.980174627
3370-1a,0.705961958,0.562016117,0.719833586,0.23501935
3371-1a,0.453356669,0.923258579,0.515549518,0.601712392
3372-1a,0.094851914,0.157829921,0.107207837,0.52654438
3373-1a,0.362620688,0.641342109,0.351675715,0.258482937
3374-1a,0.905549814,0.657420298,0.930182741,0.430116736
3375-1a,0.660216929,0.925619139,0.718809886,0.328446969
3376-1a,0.437407692,0.281639588,0.487393949,0.551962325
3377-1a,0.965040768,0.712010884,0.97660001,0.310371503
3378-1a,0.476436384,0.344481851,0.479391402,0.569421161
3379-1a,0.494500797,0.881636419,0.407813526,0.897255777
3380-1a,0.63064895,0.421078816,0.65209447,0.606100009
3381-1a,0.548705759,0.934919963,0.568776883,0.658745029
3382-1a,0.781171567,0.911798135,0.843599122,0.39718551
3383-1a,0.749310286,0.155246216,0.660500686,0.352151409
3384-1a,0.31366498,0.544188605,0.285953731,0.126300622
3385-1a,0.271104926,0.175218192,0.290312572,0.156407986
3386-1a,0.563019291,0.412785685,0.566379378,0.66222994
3387-1a,0.493411603,0.670467547,0.474075746,0.490950045
3388-1a,0.037259243,0.015500127,0.026913717,0.002524121
3389-1a,0.024356347,0.902174563,0.032211796,0.804596277
3390-1a,0.022886979,0.114408107,0.037187033,0.141650095
3391-1a,0.606910689,0.385530789,0.652984957,0.039719721
3392-1a,0.60513063,0.699600884,0.518260488,0.454498964
3393-1a,0.014429849,0.059669515,0.013214779,0.586780939
3394-1a,0.657968293,0.507760983,0.471704338,0.295723451
3395-1a,0.249994577,0.177925445,0.154709577,0.365993511
3396-1a,0.153618719,0.012169415,0.11862792,0.189756259
3397-1a,0.601325115,0.237242808,0.570482649,0.100488896
3398-1a,0.625084739,0.744666464,0.680960701,0.450901103
3399-1a,0.614034781,0.367076594,0.699785601,0.831426104
3400-1a,0.061958509,0.436292811,0.101214947,0.204318129
3401-1a,0.608197308,0.873816121,0.614383107,0.47746178
3402-1a,0.522100661,0.687022569,0.500440947,0.798344867
3403-1a,0.764864942,0.706615191,0.818258334,0.696214001
3404-1a,0.574390094,0.148181457,0.572285238,0.305554656
3405-1a,0.850950332,0.615998234,0.850547409,0.773510587
3406-1a,0.401980791,0.603620552,0.363966491,0.629521931
3407-1a,0.958806034,0.790832971,0.95893646,0.704128807
3408-1a,0.445647138,0.742048888,0.395504566,0.049866035
3409-1a,0.875437686,0.368292742,0.856158204,0.128170597
3410-1a,0.462651857,0.570547632,0.399078079,0.00787105
3411-1a,0.031929795,0.030808458,0.019574836,0.285532268
3412-1a,0.246491114,0.74169388,0.25708876,0.330697141
3413-1a,0.994196551,0.938526675,0.995777521,0.583310433
3414-1a,0.24923347,0.869105283,0.273969763,0.246385276
3415-1a,0.964968406,0.900454321,0.959993704,0.439116432
3416-1a,0.319289794,0.368041933,0.374489763,0.813127222
3417-1a,0.371441453,0.478164247,0.241267653,0.375780425
3418-1a,0.4399837,0.421534276,0.557614612,0.113171888
3419-1a,0.072688841,0.025646044,0.054960265,0.051632821
3420-1a,0.465329473,0.54682427,0.47796626,0.360754669
3421-1a,0.054693096,0.340117183,0.034171568,0.404382846
3422-1a,0.858557575,0.785660823,0.898290698,0.906320155
3423-1a,0.679305787,0.400180909,0.612977989,0.917572713
3424-1a,0.418950578,0.036199083,0.516047763,0.675493096
3425-1a,0.804140997,0.023270967,0.78039685,0.001413486
3426-1a,0.991321515,0.968508919,0.995975582,0.794600281
3427-1a,0.221702235,0.910996913,0.192127538,0.019213985
3428-1a,0.862101181,0.55171336,0.754546564,0.17490077
3429-1a,0.209021027,0.203650353,0.264596727,0.081370331
3430-1a,0.772457694,0.148670523,0.492765041,0.693485254
3431-1a,0.218147725,0.444440923,0.517285732,0.977785197
3432-1a,0.828807677,0.683264519,0.82350243,0.203176563
3433-1a,0.027179898,0.070653746,0.021399621,0.045329219
3434-1a,0.771829849,0.681987654,0.803223676,0.193529385
3435-1a,0.175681001,0.03159813,0.138601197,0.360594664
3436-1a,0.815550547,0.661112043,0.722057942,0.699515992
3437-1a,0.387262794,0.378691169,0.449809261,0.95897697
3438-1a,0.165762761,0.317563602,0.165996588,0.74492815
3439-1a,0.042378922,0.720042164,0.051551231,0.844810367
3440-1a,0.262720579,0.374721338,0.211122684,0.211239414
3441-1a,0.29870837,0.15702052,0.132038403,0.079094852
3442-1a,0.435878926,0.485507986,0.444465937,0.892605421
3443-1a,0.510865238,0.496349991,0.468183991,0.620277409
3444-1a,0.774012037,0.557594635,0.773444454,0.906036853
3445-1a,0.334082682,0.677108986,0.41447895,0.388144359
3446-1a,0.904330636,0.516993301,0.915681893,0.553829425
3447-1a,0.032608978,0.225688821,0.029629492,0.073926972
3448-1a,0.224766073,0.552728229,0.17287493,0.622150881
3449-1a,0.688767412,0.169879548,0.700086288,0.826662876
3450-1a,0.056903547,0.170875608,0.045923072,0.025434687
3451-1a,0.846088664,0.617052298,0.872380432,0.453731544
3452-1a,0.466826753,0.292787616,0.44379601,0.402587349
3453-1a,0.891412965,0.899576866,0.927949891,0.938287974
3454-1a,0.192611011,0.056518836,0.234062068,0.189751538
3455-1a,0.945924201,0.984529433,0.969144302,0.348542675
3456-1a,0.631817856,0.193667387,0.536453433,0.272026573
3457-1a,0.896000917,0.922933518,0.904153555,0.215944254
3458-1a,0.910559543,0.815699996,0.887562638,0.23200004
3459-1a,0.503993128,0.879723566,0.576488486,0.85911042
3460-1a,0.281309395,0.172197685,0.395673822,0.117937479
3461-1a,0.708527061,0.618784601,0.638566852,0.446946032
3462-1a,0.474664586,0.39481166,0.576528674,0.615825002
3463-1a,0.74995752,0.629827464,0.739767787,0.819358431
3464-1a,0.952042069,0.989395105,0.9761758,0.546306418
3465-1a,0.282287553,0.709606513,0.200824481,0.937136893
3466-1a,0.638153734,0.487768398,0.532058915,0.113913794
3467-1a,0.418389507,0.291883776,0.350355868,0.356604294
3468-1a,0.2246493,0.239320675,0.262478552,0.322494716
3469-1a,0.773143457,0.799454632,0.630353119,0.63506841
3470-1a,0.93434591,0.851525531,0.905230477,0.751465008
3471-1a,0.41177449,0.228003083,0.443806814,0.245067616
3472-1a,0.604378668,0.689294811,0.422458923,0.942213838
3473-1a,0.062816759,0.189541075,0.086026483,0.255940128
3474-1a,0.960185819,0.876365572,0.929218555,0.743529718
3475-1a,0.448625243,0.346998887,0.520186674,0.706212803
3476-1a,0.444656514,0.461145292,0.37401014,0.015400096
3477-1a,0.753597608,0.229112543,0.641335873,0.26409197
3478-1a,0.935710584,0.980871732,0.916760399,0.688216975
3479-1a,0.719604132,0.609233964,0.796812426,0.001924086
3480-1a,0.85638267,0.588022083,0.829247336,0.754747981
3481-1a,0.573161988,0.85871405,0.506520097,0.361583944
3482-1a,0.571615629,0.375240317,0.531603366,0.76666126
3483-1a,0.875036369,0.523795295,0.805403668,0.54413277
3484-1a,0.514593462,0.466312235,0.337516231,0.429339404
3485-1a,0.002872115,0.013708481,0.007237807,0.704413085
3486-1a,0.305774914,0.244429835,0.348744605,0.200392288
3487-1a,0.33903512,0.345242099,0.361001788,0.758084865
3488-1a,0.860183626,0.719562654,0.827898367,0.260419595
3489-1a,0.90940955,0.651517728,0.910845441,0.443574446
3490-1a,0.415493076,0.349761881,0.420946529,0.898201575
3491-1a,0.927084401,0.954300946,0.893150221,0.752014919
3492-1a,0.370353586,0.836761651,0.412348503,0.588122845
3493-1a,0.06195644,0.234391947,0.093945683,0.205034648
3494-1a,0.895114949,0.785583117,0.893301938,0.422476619
3495-1a,0.227963172,0.459436378,0.137284928,0.146461822
3496-1a,0.740559164,0.179817601,0.816841288,0.25970198
3497-1a,0.569767997,0.757884743,0.520473719,0.194725603
3498-1a,0.146553023,0.119031882,0.28575703,0.824390541
3499-1a,0.641688642,0.467371015,0.614492351,0.50212535
3500-1a,0.853027937,0.652048638,0.854686926,0.56352726
3501-1a,0.665717732,0.342977223,0.616700281,0.379934921
3502-1a,0.322183358,0.621806575,0.372495227,0.627310209
3503-1a,0.543909188,0.549915514,0.417530028,0.28776272
3504-1a,0.00415346,0.005989513,0.008286803,0.153244817
3505-1a,0.221435994,0.494420112,0.166706187,0.99113507
3506-1a,0.481811577,0.22332069,0.451353508,0.944992086
3507-1a,0.480018892,0.271889031,0.433147114,0.939865083
3508-1a,0.670118357,0.870524296,0.875780665,0.505460398
3509-1a,0.731224862,0.616892969,0.670402401,0.422735601
3510-1a,0.106887794,0.083149392,0.145281371,0.898188797
3511-1a,0.642056442,0.496362834,0.637301386,0.401381874
3512-1a,0.811808613,0.560557022,0.858511356,0.618857695
3513-1a,0.964438122,0.948536978,0.967388602,0.305916337
3514-1a,0.718548054,0.679811514,0.728986682,0.070893078
3515-1a,0.378501544,0.219586238,0.337792783,0.880827717
3516-1a,0.555656821,0.178740746,0.600566297,0.280330069
3517-1a,0.219944309,0.07667036,0.149749834,0.414260133
3518-1a,0.922374019,0.779623272,0.889560384,0.172401357
3519-1a,0.653382821,0.424998205,0.668387129,0.896934361
3520-1a,0.853214778,0.813655013,0.869920849,0.718028168
3521-1a,0.447540535,0.830174527,0.453581082,0.302884288
3522-1a,0.979600827,0.506498179,0.974939941,0.152730909
3523-1a,0.974986818,0.990462725,0.922005432,0.993081083
3524-1a,0.819377532,0.730281209,0.82971697,0.710158788
3525-1a,0.428254444,0.576972064,0.48650951,0.755975634
3526-1a,0.224664874,0.818847606,0.266824162,0.720417714
3527-1a,0.021088502,0.934162843,0.014331292,0.190945475
3528-1a,0.880328155,0.804290536,0.817263576,0.221627742
3529-1a,0.666368862,0.227135957,0.64975202,0.974152919
3530-1a,0.188418316,0.031314642,0.193160688,0.884615223
3531-1a,0.124844243,0.252061001,0.172934127,0.273644884
3532-1a,0.886573215,0.854473398,0.812653165,0.540277257
3533-1a,0.374184682,0.973897461,0.352858894,0.263161224
3534-1a,0.887222273,0.801623317,0.906408733,0.540231885
3535-1a,0.410623218,0.136085419,0.361691442,0.571608365
3536-1a,0.190139841,0.073804612,0.147871249,0.687215275
3537-1a,0.367193181,0.467115132,0.397075201,0.965421287
3538-1a,0.704895617,0.824025674,0.676230479,0.739290069
3539-1a,0.008612719,0.095466547,0.015912664,0.368164189
3540-1a,0.486435617,0.859383495,0.62963701,0.718343709
3541-1a,0.93131964,0.704556846,0.898643545,0.441395345
3542-1a,0.991049539,0.775560972,0.990693096,0.058529779
3543-1a,0.653681503,0.505168403,0.67058628,0.121199437
3544-1a,0.839793456,0.974908074,0.804221745,0.862872082
3545-1a,0.141850522,0.170444456,0.148290302,0.001480362
3546-1a,0.866744612,0.899933844,0.851477433,0.76628008
3547-1a,0.735303911,0.41899862,0.801909339,0.386249106
3548-1a,0.689556206,0.722659006,0.64773052,0.350471815
3549-1a,0.486095439,0.232355787,0.488672069,0.050670098
3550-1a,0.415925708,0.420134626,0.358252849,0.885171298
3551-1a,0.172254157,0.50942159,0.214466468,0.244731416
3552-1a,0.658090314,0.746673891,0.699232146,0.272460438
3553-1a,0.443086455,0.349430048,0.509693404,0.212611554
3554-1a,0.320593891,0.663230688,0.308276976,0.230768789
3555-1a,0.460623906,0.722954153,0.518600343,0.783564762
3556-1a,0.2868243,0.343151454,0.249706906,0.427600509
3557-1a,0.456805217,0.668771733,0.436854322,0.958238463
3558-1a,0.445454398,0.764517994,0.40728556,0.323475033
3559-1a,0.924992878,0.286186909,0.931152539,0.723831756
3560-1a,0.72853763,0.214795041,0.602870444,0.626391833
3561-1a,0.046334463,0.100373576,0.013894427,0.71394178
3562-1a,0.166471795,0.161143364,0.020954482,0.218382605
3563-1a,0.950468374,0.839507669,0.941162195,0.414054952
3564-1a,0.855836385,0.413429232,0.880048739,0.096771693
3565-1a,0.930523144,0.270464644,0.941646669,0.378264194
3566-1a,0.084174177,0.318855956,0.086960337,0.312145065
3567-1a,0.766953379,0.77245833,0.732900105,0.00292226
3568-1a,0.419981407,0.145246768,0.133621508,0.976710711
3569-1a,0.193151715,0.551277688,0.10826254,0.523495421
3570-1a,0.372124847,0.974016609,0.359324111,0.494724119
3571-1a,0.872463619,0.725215807,0.643206163,0.400007833
3572-1a,0.722298948,0.566454295,0.752468537,0.837796804
3573-1a,0.108992239,0.235338183,0.204578737,0.896493277
3574-1a,0.701525898,0.423569517,0.658329622,0.81031092
3575-1a,0.572628388,0.380117505,0.578092235,0.060812449
3576-1a,0.747708667,0.493369305,0.681455628,0.496628595
3577-1a,0.128433378,0.581712258,0.095306783,0.114913377
3578-1a,0.93004173,0.848806882,0.920894369,0.267764692
3579-1a,0.825382532,0.658225128,0.904799298,0.687893977
3580-1a,0.887194104,0.316580463,0.726057323,0.522240644
3581-1a,0.723585444,0.662556506,0.768786267,0.89246024
3582-1a,0.488460741,0.640581316,0.457474874,0.56989138
3583-1a,0.527801468,0.536344298,0.549047794,0.444378355
3584-1a,0.992905993,0.275588966,0.989441258,0.603260757
3585-1a,0.392657196,0.849374122,0.404511003,0.668578498
3586-1a,0.982855577,0.6672627,0.971389032,0.560601203
3587-1a,0.407497581,0.995893338,0.280874976,0.989515683
3588-1a,0.235405763,0.593961606,0.149834856,0.822840015
3589-1a,0.874128012,0.158186622,0.796593665,0.359372002
3590-1a,0.980766965,0.331246391,0.709303824,0.789007465
3591-1a,0.805915182,0.993755109,0.883918745,0.085249955
3592-1a,0.147632588,0.968262073,0.244371499,0.728818584
3593-1a,0.425781443,0.288884153,0.355533927,0.768006907
3594-1a,0.063556302,0.546008852,0.13354435,0.615114317
3595-1a,0.543374632,0.990403647,0.627863663,0.659588899
3596-1a,0.830926205,0.810727298,0.744756373,0.072108622
3597-1a,0.009383932,0.072259593,0.007927902,0.391995832
3598-1a,0.839979828,0.902966621,0.863661826,0.916355956
3599-1a,0.940783911,0.930696382,0.875940637,0.599033791
3600-1a,0.820701211,0.562265195,0.876106706,0.3441537
3601-1a,0.585560672,0.925828969,0.667131392,0.104990337
3602-1a,0.218763249,0.211273066,0.138815132,0.013160782
3603-1a,0.244452355,0.258491152,0.350083856,0.475071148
3604-1a,0.288634066,0.971316065,0.533533203,0.232838173
3605-1a,0.547830679,0.55568642,0.461102465,0.961272603
3606-1a,0.174707567,0.753431439,0.229090709,0.25175417
3607-1a,0.007168407,0.020346095,0.009175289,0.316078466
3608-1a,0.530747403,0.294701513,0.69810841,0.163851704
3609-1a,0.135901141,0.245081951,0.253637479,0.956458425
3610-1a,0.796456755,0.801307077,0.666115933,0.845941425
3611-1a,0.059864913,0.06156417,0.085000493,0.292482382
3612-1a,0.242488037,0.08986346,0.19022452,0.239958301
3613-1a,0.187357018,0.125567503,0.124012145,0.013600845
3614-1a,0.117588742,0.789190391,0.081805343,0.383499298
3615-1a,0.793875994,0.926087668,0.738692927,0.714528138
3616-1a,0.737366504,0.570622727,0.669993458,0.892509383
3617-1a,0.502995422,0.343769762,0.414078256,0.483926628
3618-1a,0.130966671,0.703345659,0.165700552,0.60211428
3619-1a,0.649511326,0.868938864,0.634008802,0.285962718
3620-1a,0.751242703,0.055719299,0.672946167,0.433432043
3621-1a,0.060111873,0.456206482,0.047684556,0.253046599
3622-1a,0.738344809,0.532771144,0.698904213,0.206575985
3623-1a,0.803284759,0.59382324,0.711110481,0.291936875
3624-1a,0.917061457,0.962758032,0.855664251,0.52443989
3625-1a,0.814167158,0.059151512,0.731161437,0.055592048
3626-1a,0.750243233,0.826556937,0.857897697,0.631937799
3627-1a,0.350769551,0.702933099,0.254923811,0.935705665
3628-1a,0.187683434,0.480402956,0.15667197,0.402661253
3629-1a,0.505271758,0.10234646,0.652651006,0.510916154
3630-1a,0.161477679,0.14646821,0.29624303,0.232148729
3631-1a,0.280993798,0.604268955,0.338712965,0.926167545
3632-1a,0.661486018,0.685074146,0.480211639,0.258671204
3633-1a,0.589995447,0.418094868,0.54174471,0.858959543
3634-1a,0.24672299,0.706313177,0.123063329,0.879314082
3635-1a,0.609401739,0.56640156,0.55564599,0.80521966
3636-1a,0.828155377,0.386359179,0.665778874,0.833887132
3637-1a,0.214052463,0.46875621,0.46800866,0.091775685
3638-1a,0.660337423,0.483850419,0.715774115,0.34246393
3639-1a,0.948242282,0.864930941,0.965176935,0.976352862
3640-1a,0.84321579,0.814109255,0.795538792,0.402557604
3641-1a,0.328109103,0.599729454,0.235549498,0.361150031
3642-1a,0.690930705,0.834967809,0.723812749,0.827217913
3643-1a,0.651324563,0.350332105,0.612436801,0.33587062
3644-1a,0.944987216,0.562132872,0.960406265,0.363206108
3645-1a,0.18454044,0.02470446,0.170646017,0.272765784
3646-1a,0.083538806,0.128064756,0.188522328,0.933605904
3647-1a,0.809329959,0.70175269,0.80417322,0.576637108
3648-1a,0.12244157,0.276206032,0.07109878,0.726422005
3649-1a,0.316418658,0.675981052,0.293002486,0.485010305
3650-1a,0.923399904,0.754515567,0.86467458,0.395984392
3651-1a,0.947163242,0.888280058,0.944800253,0.783938356
3652-1a,0.272027937,0.769679419,0.271336974,0.308465082
3653-1a,0.965025014,0.857332704,0.889163647,0.383182291
3654-1a,0.682458088,0.426672586,0.728046407,0.297003933
3655-1a,0.893360129,0.425500014,0.938425963,0.145849708
3656-1a,0.502670332,0.074969728,0.53734155,0.56853375
3657-1a,0.288557781,0.370617724,0.311787595,0.778803155
3658-1a,0.92767115,0.766173044,0.904639062,0.220923802
